nome,preco,oferta,gramagem,categoria,data_ini,data_fim,date_source,supermarket,tablode_source
Farinha de Arroz Urbano,7.99,True,1kg,Alimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_be08fac368.webp
Feijão Branco Tipo 1 Urbano,14.5,True,1kg,Alimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_be08fac368.webp
Arroz Parboilizado Longo Fino Tipo 1 Urbano,7.79,True,1kg,Alimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_be08fac368.webp
Macarrão de Arroz Integral Penne Urbano,6.19,True,500g,Alimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_be08fac368.webp
Macarrão de Arroz Talharim Urbano,4.29,True,500g,Alimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/4_be08fac368.webp
Maionese Tradicional Hellmann's,6.49,False,500g,Condimentos,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Molho de Tomate Tradicional Tarantella,6.9,False,340g,Molhos,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Amaciante de Carne Frimesa,19.9,False,1kg,Temperos,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Doce Pastoso com Leite Triângulo Mineiro,47.9,False,5kg,Doces,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Chocolate ao Leite em Gotas Top Harald,26.9,False,1kg,Chocolates,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Macarrão de Arroz Pena Urbano,3.99,False,500g,Massas,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Leite de Coco Copra Do Vale,3.89,False,200ml,Bebidas,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Doce de Leite Zero Lactose Piracanjuba,10.49,False,395g,Doces,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Biscoito de Polvilho Multigrãos Piraquê,2.69,False,80g,Biscoitos,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Mistura para Bolo Dona Benta,5.99,False,450g,Farináceos,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Ketchup Original Cepêra,6.99,True,400g,Condimentos,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Amaciante de Roupas Urca,5.12,True,2L,Limpeza,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Repelente Loção Family Off,13.75,True,100ml,Cuidados Pessoais,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Creme Dental Triple Closeup,2.19,False,70g,Higiene Pessoal,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Sabonete Flor de Ypê,0.98,False,85g,Higiene Pessoal,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Desodorante Aerossol Monange,7.99,False,150ml,Higiene Pessoal,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Kit Limpador Multiuso Veja,16.9,False,500ml,Limpeza,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Pastilha Adesiva Citrus ou Lavanda Pato,6.49,False,3 unidades,Limpeza,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Limpador X-14 para Banheiro Veja-Limo,14.9,False,500ml,Limpeza,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Toalha de Papel Caprice,2.99,False,2 unidades,Papelaria,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Caixa Organizadora Bioprática com Tampa,9.9,False,5L,Utilidades Domésticas,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Panela de Pressão com Fechamento Externo,199.0,False,6L,Utilidades Domésticas,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Sandália Havaianas,9.9,False,Tamanhos Diversos,Calçados,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Alimento para Gatos Kitekat,89.9,False,10.1kg,Pet,16/09/2024,19/09/2024,2024_10_09,assai,imagens_assai/7192d7e29085df529a7b26d5324833aa7a874190.webp
Cerveja Puro Malte Spaten,2.79,Melhor Negócio,269ml,Cerveja,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Cerveja Premium Sol,4.99,,330ml,Cerveja,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Cerveja Pilsen ou Unfiltered Eisenbahn,3.49,,350ml,Cerveja,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Refrigerante Sprite ou Fanta,5.89,,2L,Refrigerante,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Suco de Uva Tinto Seleção Maguary,12.9,,1.5L,Suco,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Bebida Mista Del Valle Fruit Sabores,3.99,,1.5L,Bebida Mista,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Néctar Dafruta Sabores,3.49,,1L,Néctar,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Néctar Del Valle Sabores,5.99,,1L,Néctar,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Néctar Yummy! Fresh Sabores,1.39,,200ml,Néctar,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Bebida Energética Extra Power Sabores,3.79,,250ml,Energético,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Água Mineral c/Gás La Priori,0.85,,500ml,Água,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Pó para Refresco Tang Sabores,0.99,,25g,Refresco em Pó,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Vodka Ice Smirnoff,7.69,,275ml,Vodka,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Aperitivo Campari,55.9,,998ml,Aperitivo,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Whisky Escocês White Horse,69.9,,1L,Whisky,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Conhaque Domus,18.49,,900ml,Conhaque,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Vodka Nacional Orloff,49.9,,1L,Vodka,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Cachaça Seleta,32.9,,600ml,Cachaça,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Cerveja Original Antarctica,2.89,Melhor Negócio,269ml,Cerveja,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Vinho Frisante Monte Paschoal,21.9,,750ml,Vinho,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Vinho Chileno Finca La Primada,22.9,,750ml,Vinho,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Vinho Argentino The Grill Master,22.9,,750ml,Vinho,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Vinho Nacional Casa Rodrigues,18.9,,1L,Vinho,30/09/2024,03/10/2024,2024_10_09,assai,imagens_assai/555_7dd427d7ea.webp
Água Sanitária Zupp,1.95,Melhor Negócio,1L,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Lava-roupas em pó Tixan Ypê,8.45,,800g,Lavanderia,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Amaciante Concentrado Comfort,18.9,,1.5L,Lavanderia,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Amaciante de Roupas Mon Bijou,7.75,,1.7L,Lavanderia,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Amaciante Concentrado Fofo,5.99,,500ml,Lavanderia,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Alvejante Vanish,16.85,,1.2L,Lavanderia,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Sabão em Barra Neutro Oeste,5.9,,5x200g,Lavanderia,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Limpador Desengordurante Veja,5.94,App Meu Assaí,500ml,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Detergente Líquido Oeste,1.35,,500ml,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Detergente Líquido Minuano,1.99,,500ml,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Limpador Cremoso Multiuso Original Cif,10.9,,450ml,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Esponja de Aço Bombril,1.99,,60g,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Amaciante Concentrado Ypê,16.91,App Meu Assaí,1.5L,Lavanderia,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Desinfetante Antibac Uau,6.45,,2L,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Desinfetante Lysoform,8.9,,1L,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Desinfetante Germinex Pato,9.9,,750ml,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Kit Inseticida 45 Noites SBP,10.9,,1 aparelho + 1 refil,Inseticidas,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Sabonete Líquido Triclosan,14.9,App Meu Assaí,1L,Higiene Pessoal,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Limpador em Pó Cif,14.9,,450g,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Lava-roupas Líquido Urca Maxx,24.9,,5L,Lavanderia,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Lava-roupas Líquido Brilhante,28.9,,3L,Lavanderia,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Amaciante Brisa da Primavera Urca,12.9,,5L,Lavanderia,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Lenço Umedecido Bebê Granado,12.9,App Meu Assaí,,Higiene Infantil,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Lava-roupas em Pó Surf,5.89,Melhor Negócio,800g,Lavanderia,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Desinfetante Oeste,8.9,,5L,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Água Sanitária Ypê,11.85,,5L,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/777_549b5edbc5.webp
Batata Palha Tostally,20.5,,800g,Linha Profissional,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Molho de Tomate Tradicional Fugini,7.99,,1.76g,Linha Profissional,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Milho-Verde Bonare,22.9,,,Linha Profissional,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Catchup e Mostarda Calcuta,14.3,,3.9kg,Linha Profissional,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Maionese Hellmann's,24.9,,1.6kg,Maionese,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Vinagre de Álcool Colorido ou Incolor Castelo,9.5,,5L,,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Fermento para Massas Doces ou Salgadas Fleischmann,13.9,,500g,,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Chocolate ao Leite para Cobertura em Gotas Confeiteiro Harald,22.9,,1.05kg,,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Chocolate em Pó 50% Cacau Melken,32.9,,1.005kg,,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Achocolatado em Pó Original Toddy,28.9,,1.8kg,,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Cápsulas para o Preparo de Café Espresso L'or,23.9,15.77,10x5.2g,,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Bombons Favoritos ou Mini Ouro Branco Lacta,12.3,10.58,220g ou 250.6g,,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Mistura Láctea Condensada Moça,3.69,3.25,395g,,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Requeijão Cremoso Tirolez,46.5,,1.5kg,,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Brócolis Congelado Grano,11.39,,1kg,,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Carne de Frango Empanada Tirinhas Lar,17.79,,1.5kg,,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Pão de Queijo Massa Leve Forno de Minas,19.9,,1kg,,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Hambúrguer Misto Congelado Chulettão,23.9,,2.4kg,,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Mortadela Defumada Ouro Perdigão,16.9,,kg,,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Linguiça Tipo Calabresa Frimesa Friella,38.9,,2.5kg,,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Bacon Frimesa,22.5,,kg,,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Apresuntado Friella,12.9,,kg,,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
Queijo Tipo Mozzarella Azura,31.9,,kg,,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/fedac66eceb5bcd7b7073b6123f6fb5705d54f24.webp
AÇÚCAR CRISTAL MAIS AÇÚCAR,6.79,True,2kg,Alimentos,30/09,01/10,2024_10_09,assai,imagens_assai/campanha_26005_cluster_226_pagina_1_52c9517216.webp
FEIJÃO CARIOCA TIPO 1 DELÍCIA,5.99,True,1kg,Alimentos,30/09,01/10,2024_10_09,assai,imagens_assai/campanha_26005_cluster_226_pagina_1_52c9517216.webp
Shampoo Head & Shoulders,21.9,27.9,400ml,Higiene Pessoal,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Aparelho para Depilação Veet,12.99,15.9,2 unidades,Cuidados Pessoais,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Lava-Roupas em Pó Tixan,9.9,12.4,800g,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Absorvente Always,9.9,15.49,32 unidades,Higiene Pessoal,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Hastes Flexíveis Topz,3.99,5.99,150 unidades,Higiene Pessoal,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Desodorante Aerossol Dove,12.9,17.9,150ml,Higiene Pessoal,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Shampoo Seda,9.9,14.49,325ml,Higiene Pessoal,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Kit Seda,13.9,21.9,325ml + 170ml,Higiene Pessoal,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Sabonete Dove,23.9,28.49,90g,Higiene Pessoal,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Creme Dental Even,1.59,2.85,90g,Higiene Pessoal,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Enxaguante Bucal Colgate,11.99,16.3,500ml,Higiene Pessoal,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Escova Dental Classic Colgate,9.9,13.0,4 unidades,Higiene Pessoal,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Shampoo Darling,4.99,8.49,350ml,Higiene Pessoal,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Absorvente Sempre Livre,3.19,5.79,8 unidades,Higiene Pessoal,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Kit OX,19.99,32.9,175ml + 175ml,Higiene Pessoal,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Kit Sabonete Líquido Íntimo Topz,11.99,18.9,200ml,Higiene Pessoal,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Shampoo Johnson's Baby,17.9,24.5,400ml,Higiene Pessoal,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Água Perfumada de Colônia Phyto,11.9,16.9,500ml,Perfumaria,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Inseticida Aerossol Baygon,10.5,13.4,300ml,Casa,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Lava-Roupas Líquido Brilux,24.99,28.5,3L,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Amaciante de Roupas Downy,9.9,13.4,500ml,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Lava-Roupas Líquido Omo,21.9,27.9,1.6L,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Tira-Manchas em Pó Vanish,15.9,21.0,400g,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Amaciante de Roupas Comfort,2.59,3.25,500ml,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Lava-Roupas Líquido Omo,37.99,43.9,3L,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/188e687488af4151f0727df209f5e6f55abe74b7.webp
Toalha de papel Mili,5.45,False,2 rolos de 55 folhas,Produtos de papel,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/1_867be3302f.webp
Arroz branco tipo 1 Soltinho,28.9,False,5kg,Alimentos,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/1_867be3302f.webp
Refrigerante Guaraná Baré,4.99,False,2L,Bebidas,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/1_867be3302f.webp
Filezinho Sassami de Frango Congelado Seara,19.5,False,1kg,Carnes,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/1_867be3302f.webp
Café Tradicional ou Extraforte Brasileiro,8.99,False,250g,Bebidas,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/1_867be3302f.webp
Leite Condensado Letbom,5.85,False,395g,Laticínios,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/1_867be3302f.webp
Cerveja puro malte Lager Amstel,2.59,False,269ml,Bebidas alcoólicas,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/1_867be3302f.webp
Feijão Carioca Tipo 1 Bernardo,4.49,False,1kg,Alimentos,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/1_867be3302f.webp
Costela Minga Bovina Resfriada Reserva,17.9,False,1kg,Carnes,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/1_867be3302f.webp
Paleta com osso suína Resfriada Reserva,14.98,False,1kg,Carnes,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/1_867be3302f.webp
Fraldinha bovina Resfriada Friboi,37.9,False,1kg,Carnes,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/1_867be3302f.webp
Cordão do filé mignon bovino Resfriado Friboi,28.9,False,1kg,Carnes,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/1_867be3302f.webp
Maçãs do Beni Benassi,5.99,True,850g,Frutas,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/378bfce15bf34cdc66f156401c5d3119b5e44cd4.webp
Abacaxi Gold Pérola,6.99,True,1 unidade,Frutas,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/378bfce15bf34cdc66f156401c5d3119b5e44cd4.webp
Uva Thompson,6.99,True,500g,Frutas,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/378bfce15bf34cdc66f156401c5d3119b5e44cd4.webp
Melancia,14.89,True,1 unidade,Frutas,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/378bfce15bf34cdc66f156401c5d3119b5e44cd4.webp
Repolho Verde,1.29,True,1kg,Verduras,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/378bfce15bf34cdc66f156401c5d3119b5e44cd4.webp
Cenoura,1.99,True,1kg,Legumes,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/378bfce15bf34cdc66f156401c5d3119b5e44cd4.webp
Beterraba,2.99,True,1kg,Legumes,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/378bfce15bf34cdc66f156401c5d3119b5e44cd4.webp
Abobrinha Italiana,2.99,True,1kg,Legumes,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/378bfce15bf34cdc66f156401c5d3119b5e44cd4.webp
Abóbora Japonesa,2.99,True,1kg,Legumes,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/378bfce15bf34cdc66f156401c5d3119b5e44cd4.webp
Chuchu,2.99,True,1kg,Legumes,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/378bfce15bf34cdc66f156401c5d3119b5e44cd4.webp
Batata-doce Rosa,2.99,True,1kg,Legumes,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/378bfce15bf34cdc66f156401c5d3119b5e44cd4.webp
Pepino Caipira,3.99,True,1kg,Legumes,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/378bfce15bf34cdc66f156401c5d3119b5e44cd4.webp
Mandioca,1.99,True,1kg,Legumes,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/378bfce15bf34cdc66f156401c5d3119b5e44cd4.webp
Alface-crespa,1.39,True,1 unidade,Verduras,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/378bfce15bf34cdc66f156401c5d3119b5e44cd4.webp
Tomate Grape,2.99,True,180g,Legumes,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/378bfce15bf34cdc66f156401c5d3119b5e44cd4.webp
Ovos Caipiras Vermelhos Grandes,6.99,True,10 unidades,Ovos,2024-10-01,2024-10-02,2024_10_09,assai,imagens_assai/378bfce15bf34cdc66f156401c5d3119b5e44cd4.webp
Arroz urbano tipo 1,5.99,False,1kg,Alimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/3_7a21e2d56f.webp
Macarrão urbano tipos,3.99,False,500g,Alimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/3_7a21e2d56f.webp
Arroz branco urbano,23.9,False,5kg,Alimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/3_7a21e2d56f.webp
Flocos de arroz urbano,2.49,False,500g,Alimentos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/3_7a21e2d56f.webp
Café tradicional ou extra forte 3 corações,9.49,False,250g,Bebidas,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/3_7a21e2d56f.webp
Cápsulas de café 3 corações,17.9,False,10 unidades,Bebidas,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/3_7a21e2d56f.webp
Achocolatado em pó chocolate 3 corações,10.9,False,700g,Bebidas,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/3_7a21e2d56f.webp
Pó para refresco frisco sabores,0.79,False,18g,Bebidas,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/3_7a21e2d56f.webp
